"Hotelid","userid","reviewtext","Date","NoOfReaders","HelpfulToNoOfreaders","Value_rating","Rooms_rating","Location_rating","Cleanliness_rating","Checkin_rating","Service_rating","Businessservice_rating","AverageOverallRatingOfHotel","AveragePricing"
"hotel_145","hotel_7410","Nice room, accommodating staff, great stay!       The wonderful comfy bed!","Jun 6, 2005","15","15",1,1,1,1,1,1,1,"4","$287"
"hotel_145","hotel_4735","Would definitely stay here again My husband  I just returned from a weekend at the Marriott  what a wonderful time we had. Every review I read mentioned how comfortable the beds were  I thought - how comfortable could they be? They're incredible! The only downfall is - you don't want to get out of them!!! :) The staff was fantastic; anything we asked for they got it for us with a smile. The rooms were clean with nice bath products. I read some reviews that complained of the noise - well here's the deal---you're in the middle of the city - there's noise. Personally, I like it. I like the hustle  bustle of the city - it get me moving and helps me to start my day. Perhaps those people that don't like the horns honking  such should go to the countryside for the weekend instead!!! Anyway, the Marriott helped to make our stay a memorable experience and I highly recommend it everyone.","Apr 18, 2005","15","14",6,5,1,6,1,6,1,"4","$287"
"hotel_145","hotel_6124","Good hotel/facilities Stayed for one night. Good location. Very comfortable room, good gym facility. Sauna did not have a shower or plunge pool therefore of limited use.","Feb 23, 2005","15","7",4,5,1,5,1,4,1,"4","$287"
"hotel_145","hotel_10603","Everything you need for a week-long stay in San Fran We stayed at the Marriott for 7 nights from 1st Dec 04. We arrived on the cable car (our luggage had been delayed so didn't have to carry that with us) and found the hotel easily. The rooms were big and comfortable (especially the bed!) and even though our room faced the street we found it to be quiet. The concierge was extremely helpful and provided good restuarant recommendations. We hired a car and didn't want to pay the $38 + tax to park at the hotel - but we found it extremely easy to find free street parking (even parking right outside the hotel entrance one night - just watch the signs for which nights they are street cleaning). Can't comment on the restaurant as we didn't eat there. Overall I would say it was a great hotel in a great location - wonderful to come back to after a hard day's sightseeing!","Dec 22, 2004","13","13",1,1,1,1,1,1,1,"4","$287"
"hotel_145","hotel_6731","ok Hotel We stayed at this hotel on the 28th November 04 for 6 nights. On arrival I asked for a Quiet room which the guy at the front desk said would be fine. After checking into the room we were pleased as it was very nice and modern and overlooked the courtyard.However, the room was so noisy because of the minibar and some sort of Air conditioning vent.The hotel was nice, bar excellent, free internet access but we were disappointed with the room we were given as it was so noisy, I would just describe it as average. I would also not stay at Fisherman's Wharf next time as I found Union Square offered more shops and restaurants.","Dec 8, 2004","12","7",4,4,1,4,1,4,1,"4","$287"
"hotel_145","hotel_10423","Great hotel, Beds are amazing This Marriott was very clean and comfortable. The beds were fantastic. We also loved the location. It was a short walk to the wharf, chinatown, north beach, Lombard street etc. We would definitely stay here again.","Dec 1, 2004","10","8",1,1,1,1,1,1,1,"4","$287"
"hotel_145","hotel_4712","Great situation for a holiday Just returned from a week in this excellent hotelFriendly helpful staff,lovely room and very central for seeing San Francisco.Complimentary Internet facility was useful also.We didn't have a car so high tariff for parking did not bother us.Good gym also free to residents was a plus.Ask for a quiet room overlooking the little courtyard/garden and you will sleep like a baby!","Nov 9, 2004","11","10",5,5,1,6,1,5,1,"4","$287"
"hotel_145","hotel_8820","Great Hotel This hotel was very nice, and the beds were outstanding. If you stay here, request a room on the Jones St. side, rather than Columbus. We were here for three nights and didn't hear any traffic noise at all. As far as parking, DO NOT rent a car!! Use the public transportation, since parking is very expensive in SF. I would definately stay here again..","Sep 28, 2004","6","6",1,1,1,1,1,1,1,"4","$287"
"hotel_145","hotel_1869","Great Service   showReview(1090725, 'full');","Jun 17, 2003","13","12",1,1,1,1,1,1,1,"4","$287"
"hotel_145","hotel_2835","excelente hotel pero...       ba帽o","Sep 26, 2007","0","0",5,6,4,6,3,6,4,"4","$287"
"hotel_145","hotel_2629","Muy buena elecci贸n   showReview(7695502, 'full');","May 25, 2007","1","1",6,6,6,6,6,6,6,"4","$287"
"hotel_150","hotel_2034","Nicely renovated and large room, but terrible front staff service I just got back from my stay at the Maxwell Hotel, soon to be Frank Hotel. I had stayed in one of the renovated executive king rooms of the hotel. The room itself was nice since it had been recently renovated(art deco design). The other added bonus was the large size of the room. It was 310 sq feet. That was pretty much the only positive of the hotel. I had originally booked the room through the hotel's website and at that time had also signed up for the hotel's rewards account. Upon arrival of the hotel, not only did the staff personal that helped me check in tell me I had not applied the rewards account, but had also refused the look at the confirmation letter I had printed up after the reservation online with the rewards account clearly on the reservation. Since she had a [--] attitude and did not want to really wanted to be bothered with, I went ahead and continued to check in an got my keys to the room. Upon arrival of the room, it look nice, but had a view of the backside of the building. I had noticed the room was right across from house keepings. Nothing occurred of the location of the room until maybe after an hour later, I kept hearing the house keeping room being open and closed. Everytime it closed it would slam and it was heard from my room. Aside from the slamming of the door, everytime there was a laundry shoot drop you can hear the metal. It felt as though there was a lightening storm. I only realized it was not when I went outside of the hotel and noticed that it was cloudy, but there was no thunder at all. This basically happened from the hours of 8 am to 5 pm on the 3 nights I had stayed there. Be forewarned the pressure on the shower head is very low. You literally have to stand right under the shower head and just wait for it to drip on you.Having stayed in other hotels within the same vicinity, the rooms may not have been as large as the one at the maxwell hotel, but the staff personal treatment more than made up for the difference.","Dec 31, 2008","0","0",3,4,6,4,2,2,2,"3","$211"
